id,gender_bin,b_cls,r_cls,benefit_uncertainty,risk_uncertainty,unc_index
5804,,,substantive,,0.0,
5805,,,substantive,,0.0,
5806,,,too_short,,,
5809,,,uncertain,,1.0,
5813,,,substantive,,0.0,
5814,,,substantive,,0.0,
5816,,,uncertain,,1.0,
5821,,,substantive,,0.0,
5825,,,substantive,,0.0,
5826,,,too_short,,,
5828,,,substantive,,0.0,
5830,,,too_short,,,
5831,,,uncertain,,1.0,
5832,,,substantive,,0.0,
5835,,,substantive,,0.0,
5836,,,substantive,,0.0,
5837,,,substantive,,0.0,
5838,,,substantive,,0.0,
5839,,,substantive,,0.0,
5842,,,uncertain,,1.0,
5843,,,substantive,,0.0,
5845,,,substantive,,0.0,
5847,,,too_short,,,
5848,,,substantive,,0.0,
5849,,,substantive,,0.0,
5850,,,substantive,,0.0,
5855,,,too_short,,,
5857,,,substantive,,0.0,
5858,,,too_short,,,
5859,,,substantive,,0.0,
5860,,,too_short,,,
5861,,,substantive,,0.0,
5862,,,substantive,,0.0,
5863,,,substantive,,0.0,
5866,,,uncertain,,1.0,
5872,,,substantive,,0.0,
5874,,,substantive,,0.0,
5875,,,substantive,,0.0,
5879,,,substantive,,0.0,
5882,,,uncertain,,1.0,
5883,,,substantive,,0.0,
5884,,,uncertain,,1.0,
5885,,,substantive,,0.0,
5886,,,substantive,,0.0,
5887,,,substantive,,0.0,
5888,,,substantive,,0.0,
5893,,,substantive,,0.0,
5894,,,substantive,,0.0,
5898,,,substantive,,0.0,
5899,,,substantive,,0.0,
5900,,,substantive,,0.0,
5901,,,substantive,,0.0,
5902,,,substantive,,0.0,
5903,,,substantive,,0.0,
5906,,,missing,,,
5907,,,substantive,,0.0,
5908,,,uncertain,,1.0,
5909,,,substantive,,0.0,
5911,,,substantive,,0.0,
5915,,,substantive,,0.0,
5916,,,substantive,,0.0,
5917,,,too_short,,,
5918,,,substantive,,0.0,
5924,,,substantive,,0.0,
5929,,,substantive,,0.0,
5930,,,substantive,,0.0,
5931,,,substantive,,0.0,
5933,,,substantive,,0.0,
5935,,,too_short,,,
5936,,,uncertain,,1.0,
5939,,,substantive,,0.0,
5940,,,substantive,,0.0,
5942,,,substantive,,0.0,
5947,,,substantive,,0.0,
5949,,,substantive,,0.0,
5951,,,substantive,,0.0,
5953,,,substantive,,0.0,
5955,,,substantive,,0.0,
5960,,,substantive,,0.0,
5961,,,substantive,,0.0,
5963,,,substantive,,0.0,
5964,,,substantive,,0.0,
5968,,,substantive,,0.0,
5969,,,substantive,,0.0,
5971,,,too_short,,,
5972,,,uncertain,,1.0,
5973,,,substantive,,0.0,
5974,,,substantive,,0.0,
5975,,,too_short,,,
5977,,,substantive,,0.0,
5978,,,substantive,,0.0,
5985,,,substantive,,0.0,
5987,,,substantive,,0.0,
5993,,,substantive,,0.0,
5997,,,substantive,,0.0,
5999,,,substantive,,0.0,
6003,,,substantive,,0.0,
6006,,,substantive,,0.0,
6009,,,substantive,,0.0,
6010,,,substantive,,0.0,
6015,,,uncertain,,1.0,
6017,,,missing,,,
6018,,,uncertain,,1.0,
6019,,,substantive,,0.0,
6021,,,too_short,,,
6022,,,substantive,,0.0,
6024,,,substantive,,0.0,
6025,,,substantive,,0.0,
6027,,,substantive,,0.0,
6030,,,substantive,,0.0,
6035,,,substantive,,0.0,
6037,,,substantive,,0.0,
6038,,,substantive,,0.0,
6039,,,substantive,,0.0,
6040,,,too_short,,,
6041,,,substantive,,0.0,
6042,,,substantive,,0.0,
6043,,,substantive,,0.0,
