Number,risks_AI_avg,support_company,gender_bin,objective_threat,trait_risk,educ_short,percent_job_gain,age_group,education,country,manipulation_check2,weight
1890,4,NA,Women,0.433333333,certain,1,50%,30 to 44,Postgrad,Canada,Pass,0.7015
1891,2.5,3,Men,0.233333333,certain,1,50%,18 to 29,University,US,Pass,1.6204
1892,4.5,4,Women,0.5,certain,1,50%,18 to 29,University,Canada,Fail,0.6257
1893,5,4,Men,NA,certain,0,70%,45 to 64,HS or less,US,Fail,2.061
1894,9,2,Women,NA,certain,0,50%,45 to 64,HS or less,US,Pass,0.935
1895,3,2,Men,0.366666667,certain,1,50%,18 to 29,University,Canada,Pass,2.3052
1896,4,3,Men,0.566666667,certain,0,100%,18 to 29,Some college,US,Pass,0.7551
1897,8,3,Women,NA,certain,0,100%,30 to 44,Some college,US,Fail,0.6452
1898,1,5,Women,0.066666667,certain,1,30%,18 to 29,Postgrad,US,Fail,0.8993
1899,0,4,Women,NA,certain,1,100%,45 to 64,Postgrad,US,Pass,0.9554
1900,5,3,Women,NA,risky,1,100%,65 or older,Postgrad,Canada,Pass,1.1022
1901,2.5,4,Men,NA,certain,0,70%,45 to 64,HS or less,US,Fail,0.5823
1902,8,NA,Women,NA,risky,1,50%,18 to 29,University,US,Fail,1.0934
1903,9,1,Men,NA,certain,0,30%,30 to 44,Some college,US,Pass,1.1483
1904,0,1,Women,NA,risky,0,30%,65 or older,Some college,Canada,Fail,0.5521
1905,0,4,Men,0.366666667,certain,1,50%,45 to 64,University,Canada,Pass,1.1285
1906,0.5,4,Men,0.833333333,certain,0,100%,30 to 44,HS or less,US,Fail,1.1619
1907,5,5,Men,NA,certain,0,70%,65 or older,Some college,US,Pass,1.0022
1908,3,4,Men,0.5,risky,0,50%,45 to 64,Some college,Canada,Pass,0.5774
1909,4,NA,Women,NA,certain,0,70%,45 to 64,HS or less,US,Pass,0.7934
1910,3.5,5,Men,NA,risky,1,70%,45 to 64,University,US,Pass,0.9047
1911,7,2,Women,NA,risky,0,50%,45 to 64,HS or less,Canada,Pass,1.1297
1912,5,3,Men,NA,certain,0,70%,65 or older,HS or less,US,Fail,1.5088
1913,5,4,Women,0.633333333,certain,1,100%,18 to 29,University,Canada,Fail,1.1476
1914,0,5,Women,NA,certain,0,70%,65 or older,HS or less,US,Fail,1.2764
1915,6,3,Women,0.266666667,certain,0,100%,45 to 64,HS or less,Canada,Pass,2.002
1916,2,4,Women,0.7,certain,0,70%,18 to 29,Some college,US,Fail,0.5343
1917,6.5,2,Women,NA,certain,0,100%,45 to 64,HS or less,Canada,Pass,1.1297
1918,10,1,Women,0.566666667,certain,0,50%,45 to 64,HS or less,US,Pass,0.7307
1919,0,5,Men,0.366666667,certain,0,30%,45 to 64,Some college,Canada,Fail,0.4654
1920,3,4,Men,0.366666667,certain,0,50%,65 or older,Some college,US,Pass,0.4638
1921,6.5,3,Men,NA,certain,0,30%,65 or older,HS or less,US,Pass,0.9529
1922,7,4,Men,0.5,risky,1,100%,30 to 44,Postgrad,US,Pass,5.739
1923,3.5,3,Women,0.366666667,risky,0,70%,18 to 29,HS or less,Canada,Pass,1.6068
1924,9,2,Men,NA,certain,0,100%,45 to 64,Some college,US,Fail,1.2348
1925,4.5,2,Women,0.266666667,certain,0,70%,30 to 44,Some college,Canada,Pass,0.6983
1926,10,3,Men,0.4,certain,0,70%,45 to 64,Some college,Canada,Fail,0.8286
1927,5,5,Women,NA,certain,1,100%,30 to 44,University,Canada,Pass,0.8179
1928,5,3,Men,NA,certain,0,100%,30 to 44,HS or less,US,Pass,0.2872
1929,4.5,3,Women,0.666666667,certain,1,50%,18 to 29,University,US,Fail,3.7921
1930,10,NA,Women,NA,certain,0,100%,65 or older,HS or less,US,Fail,0.4437
1931,2,2,Men,0.333333333,certain,1,70%,30 to 44,Postgrad,Canada,Pass,0.6186
1932,0,4,Women,0,risky,1,100%,30 to 44,Postgrad,Canada,Pass,1.7386
1933,4,4,Women,NA,certain,1,100%,30 to 44,University,US,Pass,0.7842
1934,5,4,Men,0.633333333,certain,0,50%,65 or older,Some college,US,Pass,0.4112
1935,8,4,Women,NA,certain,0,70%,45 to 64,Some college,US,Pass,0.6366
1936,3,4,Men,NA,certain,1,100%,65 or older,University,US,Pass,0.7583
1937,5,2,Men,NA,certain,0,70%,65 or older,Some college,US,Fail,0.8596
1938,0,NA,Men,0.6,certain,0,70%,45 to 64,HS or less,Canada,Fail,1.3801
1939,5,2,Women,0.666666667,certain,0,50%,45 to 64,HS or less,US,Fail,0.4702
1940,6.5,3,Women,NA,certain,0,100%,65 or older,HS or less,Canada,Pass,0.8276
1941,5,NA,Women,0.466666667,certain,0,70%,65 or older,Some college,US,Pass,0.5685
1942,10,2,Men,NA,certain,0,70%,65 or older,HS or less,US,Pass,0.8188
1943,10,1,Women,0.933333333,certain,1,30%,30 to 44,University,Canada,Pass,0.7284
1944,5,3,Women,0.233333333,certain,1,30%,45 to 64,Postgrad,Canada,Pass,0.6881
1945,2,4,Men,0.433333333,certain,0,100%,30 to 44,HS or less,Canada,Pass,1.4854
1946,3,3,Men,NA,certain,1,50%,65 or older,University,US,Pass,0.5376
1947,4.5,5,Women,NA,certain,1,30%,30 to 44,University,US,Fail,0.8389
1948,5,3,Women,0.333333333,certain,0,100%,45 to 64,Some college,US,Fail,1.027
1949,5,2,Women,NA,certain,0,70%,65 or older,HS or less,Canada,Pass,1.0508
1950,4,2,Women,NA,certain,1,70%,45 to 64,University,Canada,Pass,0.7867
1951,5,4,Men,NA,certain,1,100%,65 or older,Postgrad,Canada,Pass,0.6885
1952,5,4,Men,NA,certain,1,50%,30 to 44,University,Canada,Pass,1.2715
1953,10,3,Men,NA,certain,0,50%,30 to 44,Some college,US,Fail,0.8692
1954,6,2,Women,NA,certain,0,30%,45 to 64,Some college,US,Pass,0.6366
1955,3,4,Men,NA,risky,0,50%,45 to 64,Some college,Canada,Pass,0.4654
1956,7,3,Men,0.433333333,certain,1,50%,45 to 64,University,Canada,Pass,1.1813
1957,5,2,Women,0.466666667,certain,0,50%,30 to 44,HS or less,US,Pass,1.2949
1958,6,3,Women,NA,certain,0,70%,65 or older,Some college,Canada,Pass,0.4969
1959,4.5,2,Women,NA,certain,0,30%,45 to 64,HS or less,Canada,Fail,0.7323
1960,5,3,Women,NA,certain,0,70%,45 to 64,Some college,Canada,Fail,0.3848
1961,5.5,3,Men,0.533333333,risky,0,50%,45 to 64,Some college,US,Pass,0.7962
1962,0,3,Men,NA,certain,0,100%,45 to 64,HS or less,Canada,Pass,1.3801
1963,6,NA,Men,NA,certain,0,30%,65 or older,HS or less,US,Pass,0.7022
1964,1.5,4,Women,0.1,certain,0,70%,18 to 29,HS or less,US,Pass,0.9085
1965,5,NA,Women,0.7,certain,0,70%,18 to 29,HS or less,Canada,Pass,2.0995
1966,2,NA,Men,NA,certain,1,50%,18 to 29,University,Canada,Fail,1.2338
1967,2,1,Women,0.266666667,risky,1,70%,45 to 64,University,Canada,Fail,0.7636
1968,4,5,Women,0.733333333,risky,0,100%,30 to 44,HS or less,US,Fail,1.2165
1969,6.5,4,Women,NA,risky,0,70%,30 to 44,Some college,US,Pass,0.6136
1970,4,3,Women,0.4,certain,0,50%,18 to 29,Some college,Canada,Pass,0.3153
1971,5,5,Men,0.866666667,certain,0,100%,18 to 29,HS or less,US,Fail,1.323
1972,5.5,4,Men,0.533333333,certain,0,70%,45 to 64,HS or less,US,Fail,1.0088
1973,5,3,Men,0.533333333,certain,1,100%,30 to 44,Postgrad,Canada,Fail,1.6108
1974,5,1,Men,0.4,certain,1,30%,30 to 44,University,Canada,Fail,1.2266
1975,4,5,Women,NA,certain,0,100%,18 to 29,Some college,US,Pass,0.8582
1976,5.5,3,Men,NA,certain,0,30%,65 or older,HS or less,Canada,Pass,2.1046
1977,5,1,Men,0.566666667,certain,0,70%,30 to 44,HS or less,Canada,Pass,1.5899
1978,0,3,Men,NA,certain,0,100%,65 or older,HS or less,Canada,Fail,1.2791
1979,4,4,Men,0.733333333,risky,0,70%,30 to 44,Some college,Canada,Pass,1.5196
1980,6,NA,Men,NA,certain,0,100%,45 to 64,HS or less,US,Fail,0.9256
1981,4,3,Women,0.233333333,certain,1,50%,30 to 44,University,Canada,Pass,0.9384
1982,5,3,Women,0.5,certain,0,30%,45 to 64,Some college,US,Fail,0.3785
1983,4,4,Men,NA,risky,0,100%,65 or older,HS or less,Canada,Pass,1.1408
1984,4.5,3,Women,0.466666667,certain,1,30%,30 to 44,Postgrad,Canada,Pass,0.7084
1985,10,NA,Women,0.766666667,risky,1,70%,30 to 44,University,Canada,Fail,0.8179
1986,2,NA,Women,NA,certain,0,30%,30 to 44,HS or less,Canada,Pass,1.1631
1987,7,3,Men,NA,certain,0,50%,65 or older,HS or less,Canada,Pass,0.9196
1988,4,4,Men,NA,certain,0,30%,65 or older,HS or less,Canada,Fail,1.0788
1989,6.5,3,Women,0.766666667,risky,1,70%,45 to 64,University,Canada,Pass,0.9759
1990,0,5,Men,0.166666667,certain,1,100%,45 to 64,Postgrad,Canada,Pass,0.8407
1991,5,5,Women,NA,certain,1,100%,30 to 44,University,Canada,Pass,0.7224
1992,2.5,2,Women,NA,certain,0,70%,45 to 64,Some college,Canada,Fail,0.4078
1993,3,4,Men,0.266666667,risky,1,30%,45 to 64,University,US,Pass,1.1251
1994,4,4,Women,0.333333333,certain,0,50%,30 to 44,Some college,Canada,Pass,0.4526
1995,7,NA,Men,NA,certain,0,70%,18 to 29,HS or less,Canada,Pass,2.516
1996,2.5,2,Men,0.8,certain,0,30%,65 or older,Some college,Canada,Pass,0.768
1997,7,4,Women,NA,certain,1,100%,45 to 64,Postgrad,Canada,Pass,0.9477
1998,5,3,Women,NA,certain,0,100%,45 to 64,HS or less,Canada,Pass,0.5716
1999,5,2,Women,NA,certain,0,100%,65 or older,HS or less,Canada,Pass,0.955
2000,3,2,Men,NA,certain,0,100%,65 or older,HS or less,Canada,Fail,1.2791
2001,3,4,Men,0.4,certain,1,70%,30 to 44,University,US,Pass,1.326
2002,4.5,4,Men,NA,certain,0,70%,65 or older,Some college,Canada,Pass,0.6477
2003,4,2,Women,0.433333333,certain,0,30%,45 to 64,Some college,Canada,Pass,0.6783
2004,7,4,Women,NA,certain,0,50%,65 or older,Some college,Canada,Fail,0.4969
2005,0,2,Men,0.5,certain,1,50%,30 to 44,Postgrad,Canada,Fail,1.8896
2006,6,NA,Men,0.6,certain,1,100%,45 to 64,University,Canada,Pass,0.923
2007,5,NA,Men,NA,certain,0,100%,65 or older,Some college,Canada,Pass,0.768
2008,5,4,Men,NA,certain,1,70%,45 to 64,University,US,Pass,1.3509
2009,4.5,3,Women,NA,certain,0,50%,65 or older,HS or less,Canada,Fail,1.1511
2010,4,2,Men,0.233333333,certain,1,100%,45 to 64,University,Canada,Pass,0.7657
2011,4,3,Women,0.533333333,risky,0,70%,45 to 64,Some college,Canada,Pass,0.6783
2012,4.5,5,Men,0.3,risky,0,50%,65 or older,HS or less,Canada,Pass,0.9196
2013,8,2,Women,NA,certain,0,30%,45 to 64,Some college,Canada,Pass,0.4514
2014,8,5,Women,NA,certain,0,100%,45 to 64,Some college,Canada,Pass,0.3848
2015,6,2,Women,NA,certain,0,100%,65 or older,HS or less,US,Fail,1.2764
2016,3,3,Women,NA,certain,0,100%,65 or older,Some college,Canada,Fail,0.4969
2017,6,3,Men,NA,certain,0,50%,65 or older,Some college,Canada,Pass,0.6371
2018,4,3,Women,NA,certain,0,50%,45 to 64,HS or less,Canada,Fail,0.8827
2019,3,5,Women,NA,certain,0,100%,30 to 44,Some college,Canada,Pass,0.4647
2020,8,1,Men,NA,certain,0,30%,65 or older,HS or less,Canada,Fail,1.2791
2021,6,3,Men,0.8,certain,1,70%,30 to 44,University,Canada,Fail,1.2147
2022,5,2,Women,0.5,certain,0,30%,30 to 44,Some college,Canada,Fail,0.3533
2023,10,NA,Women,0.733333333,certain,0,50%,45 to 64,Some college,Canada,Fail,0.6783
2024,8,4,Women,NA,certain,1,100%,65 or older,University,Canada,Pass,1.0982
2025,7.5,2,Women,0.466666667,certain,1,30%,45 to 64,University,Canada,Pass,0.7945
2026,2,2,Men,NA,certain,0,50%,45 to 64,Some college,Canada,Pass,0.5038
2027,2,3,Men,NA,risky,0,70%,45 to 64,HS or less,Canada,Fail,0.7752
2028,6.5,3,Women,0.6,certain,0,50%,18 to 29,HS or less,Canada,Pass,0.9257
2029,3,3,Women,NA,certain,0,30%,65 or older,HS or less,Canada,Fail,0.8276
2030,6,4,Women,0.433333333,certain,0,70%,45 to 64,HS or less,Canada,Pass,0.7872
2031,5,NA,Women,0.966666667,certain,0,100%,45 to 64,HS or less,Canada,Pass,0.6346
2032,4,2,Men,0.266666667,certain,0,30%,30 to 44,Some college,Canada,Pass,0.501
2033,4,2,Men,NA,risky,0,30%,65 or older,HS or less,Canada,Pass,1.2791
2034,2,2,Women,NA,risky,0,30%,45 to 64,Some college,Canada,Fail,1.2447
2035,4,4,Women,0.5,certain,0,70%,30 to 44,HS or less,Canada,Pass,1.1631
2036,5,3,Women,NA,certain,0,30%,45 to 64,Some college,Canada,Pass,0.5312
2037,4,2,Women,NA,certain,0,50%,45 to 64,HS or less,US,Fail,0.7242
2038,7,2,Women,0.666666667,risky,0,30%,45 to 64,HS or less,Canada,Pass,0.7872
2039,10,2,Men,0.266666667,certain,0,100%,45 to 64,Some college,Canada,Pass,0.9395
2040,5,NA,Women,NA,certain,0,50%,45 to 64,HS or less,Canada,Pass,0.6859
2041,2,3,Men,0.566666667,certain,0,50%,18 to 29,HS or less,US,Pass,0.3529
2042,5,NA,Women,NA,certain,0,50%,65 or older,HS or less,Canada,Fail,0.8357
2043,5,4,Women,NA,certain,1,100%,65 or older,Postgrad,US,Pass,0.7852
2044,5,3,Men,NA,certain,0,50%,18 to 29,HS or less,US,Fail,1.5474
2045,3,3,Women,0.5,certain,0,100%,45 to 64,Some college,Canada,Fail,0.381
2046,5,NA,Women,0.5,certain,1,50%,65 or older,University,US,Pass,0.6751
2047,7,2,Men,0.3,certain,1,50%,45 to 64,University,US,Fail,0.63
2048,7,3,NA,0.433333333,certain,1,50%,45 to 64,University,US,Pass,1.0105
2049,4.5,3,Men,NA,certain,0,100%,65 or older,HS or less,Canada,Pass,1.0611
2050,7.5,5,Women,NA,certain,0,70%,18 to 29,Some college,US,Fail,0.8557
2051,10,1,Women,NA,certain,0,30%,30 to 44,Some college,US,Pass,1.0207
2052,5,NA,Men,NA,certain,0,70%,65 or older,Some college,US,Pass,1.0015
2053,6,2,Women,NA,certain,0,50%,30 to 44,HS or less,Canada,Fail,1.1631
2054,7,2,Men,0.666666667,certain,0,50%,30 to 44,Some college,US,Pass,0.7581
2055,5,2,Women,NA,certain,0,70%,45 to 64,Some college,US,Pass,0.6617
2056,1.5,4,Men,0.066666667,certain,1,70%,30 to 44,University,US,Pass,0.8139
2057,5,4,Women,NA,certain,1,70%,65 or older,Postgrad,US,Pass,1.0203
2058,5,NA,Women,NA,certain,0,30%,65 or older,Some college,US,Pass,0.8864
2059,5,3,Men,NA,risky,0,70%,45 to 64,HS or less,US,Fail,0.7342
2060,4.5,4,Women,NA,risky,1,100%,30 to 44,Postgrad,US,Pass,0.9365
2061,0.5,5,Men,0.133333333,risky,1,50%,30 to 44,Postgrad,US,Fail,1.5231
2062,1.5,5,Men,0.366666667,certain,1,50%,18 to 29,University,US,Fail,0.6017
2063,5,3,Women,0.7,certain,1,30%,30 to 44,University,US,Fail,1.0374
2064,7,4,Women,NA,certain,1,100%,65 or older,Postgrad,US,Pass,0.8696
2065,8,3,Women,NA,certain,0,70%,65 or older,HS or less,US,Pass,3.3634
2066,10,1,Women,0.666666667,certain,0,50%,45 to 64,Some college,US,Pass,0.5498
2067,8,1,Women,NA,risky,1,50%,65 or older,Postgrad,US,Pass,0.8696
2068,4.5,3,Women,0.733333333,risky,1,30%,45 to 64,University,US,Fail,0.6719
2069,5,3,Women,NA,certain,0,70%,45 to 64,Some college,Canada,Fail,0.4397
2070,5,5,Men,NA,certain,0,100%,18 to 29,Some college,US,Pass,1.1971
2071,5,3,Men,NA,risky,0,30%,30 to 44,HS or less,US,Fail,1.4035
2072,7,NA,Men,0.933333333,certain,0,30%,45 to 64,HS or less,US,Pass,0.2051
2073,2,3,Women,0.366666667,certain,1,50%,30 to 44,University,US,Pass,0.8389
2074,2,2,Women,0.5,certain,1,30%,30 to 44,Postgrad,US,Pass,1.1807
2075,10,1,Women,0.5,certain,0,30%,65 or older,HS or less,US,Pass,0.5891
2076,4.5,3,Women,0.5,certain,0,70%,18 to 29,Some college,Canada,Pass,0.3873
2077,5,NA,Men,0.766666667,certain,0,70%,18 to 29,HS or less,US,Pass,1.5683
2078,4.5,4,Women,0.466666667,certain,1,70%,30 to 44,University,US,Pass,1.1543
2079,0,NA,Men,0.766666667,certain,1,30%,45 to 64,Postgrad,US,Fail,0.9076
2080,1,2,Women,0.366666667,risky,1,30%,45 to 64,University,US,Pass,0.42
2081,7,3,Men,NA,certain,1,50%,45 to 64,Postgrad,US,Pass,0.9011
2082,5,4,Women,NA,certain,0,70%,65 or older,HS or less,Canada,Pass,1.3503
2083,7.5,NA,Women,NA,certain,0,30%,65 or older,Some college,US,Pass,0.8129
2084,2,3,Men,NA,certain,1,70%,45 to 64,University,US,Pass,0.9878
2085,0,5,Men,0.4,certain,1,100%,45 to 64,University,US,Pass,1.5351
2086,5,3,Women,NA,certain,0,70%,65 or older,Some college,US,Fail,2.6071
2087,4,2,Women,0.4,certain,0,30%,45 to 64,HS or less,US,Fail,0.7598
2088,4,3,Women,NA,certain,0,50%,65 or older,HS or less,US,Fail,0.4437
2089,10,3,Women,NA,certain,0,100%,65 or older,Some college,US,Pass,0.4022
2090,10,1,Men,0.766666667,certain,0,70%,45 to 64,Some college,US,Fail,0.7659
2091,6,4,Women,NA,certain,0,100%,65 or older,Some college,US,Pass,0.7211
2092,3.5,4,Men,0.3,certain,1,70%,45 to 64,Postgrad,US,Pass,0.7236
2093,2,4,Men,0.4,risky,1,70%,30 to 44,Postgrad,US,Pass,1.2288
2094,6.5,1,Men,0.566666667,certain,1,30%,65 or older,University,US,Pass,0.7293
2095,10,3,Women,NA,certain,1,50%,65 or older,University,US,Pass,3.7073
2096,5,NA,Women,0.633333333,certain,0,70%,45 to 64,HS or less,Canada,Pass,0.8827
2097,2,3,Men,NA,risky,0,100%,65 or older,Some college,US,Pass,0.2788
2098,6,3,Men,0.7,risky,0,30%,45 to 64,Some college,US,Pass,2.5898
2099,9,2,Men,0.4,risky,0,70%,45 to 64,Some college,US,Pass,0.7962
2100,6,3,Women,0.533333333,certain,1,50%,30 to 44,Postgrad,US,Pass,0.8456
2101,2,5,Women,0.466666667,risky,1,100%,65 or older,University,US,Pass,0.757
2102,5,3,Women,NA,certain,0,70%,45 to 64,HS or less,US,Fail,0.584
2103,6,4,Women,NA,certain,1,70%,65 or older,University,US,Pass,0.9545
2104,8,2,Men,NA,certain,0,70%,45 to 64,HS or less,US,Pass,0.9571
2105,5.5,4,Women,NA,certain,0,70%,65 or older,HS or less,Canada,Pass,1.1511
2106,7,4,Men,0.8,risky,0,100%,45 to 64,HS or less,Canada,Pass,0.9094
2107,7,4,Women,NA,certain,0,100%,30 to 44,Some college,Canada,Fail,0.4526
2108,4,2,Women,NA,certain,0,30%,18 to 29,Some college,US,Pass,2.7135
2109,5,4,Women,0.433333333,certain,0,100%,30 to 44,HS or less,US,Fail,0.7085
2110,6,4,Women,NA,certain,0,70%,18 to 29,HS or less,Canada,Pass,0.7232
2111,8,3,Women,0.633333333,certain,0,50%,30 to 44,Some college,Canada,Pass,0.6983
2112,5,NA,Women,NA,certain,1,100%,65 or older,University,Canada,Pass,1.026
2113,3.5,4,Men,0.2,risky,0,70%,18 to 29,HS or less,US,Fail,1.0895
2114,2,4,Women,0.566666667,certain,1,100%,30 to 44,University,US,Pass,1.0374
2115,5.5,2,Men,0.733333333,certain,0,30%,45 to 64,Some college,Canada,Fail,0.4654
2116,10,1,Men,NA,certain,0,70%,18 to 29,Some college,US,Fail,1.0571
2117,4,3,Women,NA,risky,0,30%,18 to 29,HS or less,Canada,Pass,1.191
2118,5,4,Women,0.766666667,certain,1,70%,45 to 64,Postgrad,US,Pass,0.7111
2119,8.5,4,Women,NA,certain,1,100%,30 to 44,University,Canada,Pass,0.8179
2120,5,5,Men,NA,certain,1,50%,65 or older,University,Canada,Pass,1.0949
2121,0,3,Women,NA,risky,0,100%,45 to 64,HS or less,US,Fail,0.9351
2122,5,2,Men,NA,certain,0,70%,65 or older,HS or less,Canada,Fail,1.2791
2123,3.5,4,Women,NA,certain,0,30%,18 to 29,HS or less,Canada,Pass,1.463
2124,10,2,Women,NA,certain,0,30%,45 to 64,Some college,Canada,Pass,0.53
2125,6,2,Women,NA,certain,1,30%,18 to 29,University,Canada,Pass,1.0434
2126,3.5,3,Women,0.466666667,certain,1,50%,18 to 29,University,Canada,Pass,0.7562
2127,4,4,Men,0.666666667,certain,1,70%,65 or older,University,Canada,Pass,1.2844
2128,5,3,Women,0.666666667,certain,1,50%,30 to 44,University,Canada,Pass,1.3239
2129,7.5,3,Women,0.5,certain,1,100%,18 to 29,University,Canada,Pass,0.9397
2130,5,2,Women,NA,risky,0,30%,65 or older,HS or less,Canada,Pass,0.9804
2131,8,1,Women,0.4,certain,1,30%,45 to 64,University,US,Pass,0.6637
2132,0,4,Men,0.5,certain,0,70%,45 to 64,Some college,Canada,Fail,0.6929
2133,8,2,Men,NA,certain,0,70%,30 to 44,HS or less,Canada,Fail,2.8671
2134,4,2,Men,NA,risky,0,50%,30 to 44,HS or less,US,Pass,1.7273
2135,3,2,Women,NA,certain,0,50%,65 or older,HS or less,Canada,Fail,0.7381
2136,10,1,Women,0.766666667,certain,0,30%,45 to 64,HS or less,Canada,Pass,0.7872
2137,3,3,Women,0.233333333,certain,1,30%,30 to 44,University,Canada,Pass,1.5379
2138,4,4,Men,0.566666667,certain,0,100%,45 to 64,Some college,Canada,Pass,0.4654
2139,0.5,4,Women,0.4,risky,0,100%,18 to 29,HS or less,Canada,Fail,0.8256
2140,2,NA,Women,0.566666667,risky,0,70%,45 to 64,HS or less,US,Fail,0.7292
2141,8,4,Men,0.566666667,certain,1,100%,45 to 64,Postgrad,US,Pass,0.6407
2142,4.5,4,Women,NA,certain,0,70%,65 or older,HS or less,US,Fail,0.6038
2143,4.5,2,Men,0.4,certain,0,30%,45 to 64,Some college,US,Pass,3.8515
2144,5,NA,Women,0.566666667,certain,0,30%,45 to 64,HS or less,Canada,Pass,0.5716
2145,3.5,NA,Women,NA,certain,0,30%,45 to 64,HS or less,Canada,Pass,1.1297
2146,4,5,Men,0.733333333,certain,0,100%,30 to 44,HS or less,Canada,Pass,0.7442
2147,3,4,Men,0.466666667,certain,0,70%,45 to 64,Some college,Canada,Pass,0.4151
2148,2.5,4,Men,NA,certain,0,100%,45 to 64,Some college,Canada,Pass,0.5774
2149,5,3,Women,NA,certain,0,70%,18 to 29,HS or less,Canada,Pass,0.8256
2150,2,2,Women,NA,certain,0,30%,45 to 64,Some college,Canada,Pass,0.4726
2151,9,3,Women,NA,certain,0,100%,65 or older,HS or less,Canada,Fail,0.7454
2152,2.5,3,Men,0.7,certain,1,30%,18 to 29,University,Canada,Pass,3.2665
2153,3,3,Women,0.7,certain,0,70%,30 to 44,HS or less,Canada,Pass,0.5884
2154,4,NA,Women,NA,certain,0,50%,45 to 64,Some college,Canada,Pass,0.4726
2155,7.5,NA,Women,NA,certain,0,50%,30 to 44,Some college,Canada,Fail,0.4647
2156,1.5,3,Women,NA,certain,0,50%,65 or older,Some college,Canada,Pass,0.5318
2157,8,4,Men,0.9,certain,0,70%,45 to 64,Some college,Canada,Pass,0.5774
2158,1,4,Women,NA,certain,0,70%,65 or older,Some college,Canada,Pass,0.5018
2159,6,2,Men,NA,risky,1,30%,65 or older,University,Canada,Pass,1.2844
2160,2,3,Women,0.233333333,certain,1,70%,45 to 64,University,Canada,Pass,0.7867
2161,5,2,Women,NA,risky,0,30%,30 to 44,HS or less,US,Pass,1.0131
2162,1,5,Men,NA,risky,0,100%,45 to 64,Some college,Canada,Fail,0.9838
2163,5,2,Men,0.8,certain,0,30%,45 to 64,HS or less,US,Pass,0.8656
2164,5,4,Men,0.733333333,certain,0,100%,30 to 44,Some college,Canada,Pass,0.4468
2165,2,NA,Men,1,certain,1,50%,18 to 29,University,Canada,Pass,2.0387
2166,3,3,Men,0.266666667,certain,0,100%,45 to 64,Some college,Canada,Pass,0.4654
2167,6,5,Men,NA,certain,0,100%,18 to 29,HS or less,Canada,Pass,1.4133
2168,3,3,Women,0.733333333,certain,0,50%,30 to 44,HS or less,Canada,Pass,0.5884
2169,0,3,Women,NA,certain,1,100%,45 to 64,University,Canada,Pass,0.7867
2170,5,3,Men,NA,certain,0,30%,45 to 64,HS or less,Canada,Pass,1.5823
2171,5,2,Men,NA,certain,0,50%,45 to 64,Some college,Canada,Pass,0.5038
2172,5,3,Women,0.533333333,certain,0,50%,18 to 29,Some college,Canada,Pass,0.3122
2173,7,2,Women,NA,risky,0,30%,18 to 29,HS or less,Canada,Pass,2.3484
2174,4,3,Men,0.3,certain,1,30%,30 to 44,University,Canada,Pass,0.7731
2175,5,NA,Women,1,certain,0,70%,18 to 29,HS or less,Canada,Pass,2.0995
2176,5,NA,Men,NA,certain,0,50%,45 to 64,HS or less,Canada,Fail,1.1376
2177,6,3,Women,NA,certain,0,100%,18 to 29,HS or less,US,Fail,0.9747
2178,5.5,4,Men,0.133333333,certain,0,30%,30 to 44,Some college,Canada,Fail,1.0112
2179,5.5,3,Women,0.8,certain,0,30%,30 to 44,Some college,Canada,Pass,0.424
2180,2.5,4,Men,0.333333333,certain,1,100%,30 to 44,University,Canada,Pass,0.7142
2181,5,2,Men,0.5,certain,0,30%,45 to 64,HS or less,Canada,Pass,1.6446
2182,3,4,Women,NA,certain,0,50%,65 or older,HS or less,Canada,Pass,1.8771
2183,2,4,Men,0.333333333,certain,0,70%,45 to 64,HS or less,Canada,Fail,0.9616
2184,3,4,Women,0.5,risky,1,70%,30 to 44,University,Canada,Pass,0.81
2185,0,4,Women,0.5,risky,0,50%,45 to 64,HS or less,Canada,Pass,0.6346
2186,5.5,3,Men,0.5,certain,0,30%,45 to 64,HS or less,Canada,Fail,1.3801
2187,4.5,2,Women,0.8,certain,0,100%,45 to 64,HS or less,Canada,Fail,0.6346
2188,6.5,4,Men,0.7,certain,1,70%,18 to 29,University,Canada,Pass,1.4331
